original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
John Ssebaana Kizito,John Ssebaana Kizito,John,Ssebaana,Kiziso,,
"Jones, V M","Jones, V M",V,,Jones,,MD
Fred Kwasi Apaloo,Fred Kwasi Apaloo,Fred,Kasi,Apaloyo,,
"Chaurembo, Ania Said","Chaurembo, Ania Said",Ania,Said,Chauremo,,
Mathias Meinrad Chikawe,Mathias Meinrad Chikawe,Mathias,Meindar,Chikawe,,
Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza,Slenuy,Ally,,
"Dlamini, Jameson Mbilini","Dlamini, Jameson Mbilini",Jameson,Mibinini,Dlamini,,
John Kodwo Amissah,John Kodwo Amissah,John,Kodio,Amissah,,
"Ezeh, Alphonsus Azuogu","Ezeh, Alphonsus Azuogu",Alaphonsus,Azwugu,Ezzeh,,
Amal Nuri Safar,Amal Nuri Safar,Amal,Nuri,Saftar,,
"Onu, Sylvester Umaru","Onu, Sylvester Umaru",Sylvester,Umaru,On,,
"Deerow, Abdallah Isaaq","Deerow, Abdallah Isaaq",Abdallah,Isaa,Deerow,,
Maua Abeid Daftari,Maua Abeid Daftari,Maun,Abeid,Daftari,,
"Toivo, Andimba Toivo Ya","Toivo, Andimba Toivo Ya",Andimba,Toivo Yar,Toivo,,
"Khamis, Mwajuma Hassan","Khamis, Mwajuma Hassan",Majuma,Hassan,Khamis,,
Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gombert,Begumisa,Blandes,,
"Massaoued, Amir Hadj","Massaoued, Amir Hadj",Amir,Hadz,Massauue,,
George Mutandwa Chiweshe,George Mutandwa Chiweshe,George,Muttandaa,Chiwesha,,
Theophilus Adeleke Akinyele,Theophilus Adeleke Akinyele,Theophilis,Adeleke,Akinyele,,
Valery Twite Nahayo,Valery Twite Nahayo,Valery,Twithen,Nahayo,,
Mohammed Aliyu Datti,Mohammed Aliyu Datti,Mohammed,Aliya,Datti,,
"Diallo, Anthony Mwandu","Diallo, Anthony Mwandu",Anthony,Mandu,Diallo,,
Mbah Ndam Joseph Njang,Mbah Ndam Joseph Njang,Mbah,Nedam Joseph,Njang,,
"Daar, Aden Abdullah Osman","Daar, Aden Abdullah Osman",Aden,Abdullah Osman,Dawar,,
"At-Talhi, Jadallah Azzuz","At-Talhi, Jadallah Azzuz",Jadallah,Azzu,Attalhi,,
Muhammad Shamte Hamadi,Muhammad Shamte Hamadi,Muhammad,Shame,Hamadi,,
Adetona Gabriel Balogun,Adetona Gabriel Balogun,Adetota,Gabriel,Balogun,,
"Salami, Adigun Taofeek","Salami, Adigun Taofeek",Adigun,Taoree,Salami,,
Anthony Snoti Laffor,Anthony Snoti Laffor,Anthony,Snotti,Laffor,,
Larbi Ben M'Hidi,Larbi Ben M'Hidi,Larbie,Ben,Mhidi,,
Zakia Mrisho Mohamed,Zakia Mrisho Mohamed,Zakia,Marisho,Mohamed,,
Ntare Rutaganzwa Rugamba,Ntare Rutaganzwa Rugamba,Natare,Rutathana,Rugamba,,
"Obinna, Victor Nsofor","Obinna, Victor Nsofor",Victor,Naofor,Obinna,,
"Goje, Mohammed Danjuma","Goje, Mohammed Danjuma",Mohammed,Danjuma,Gose,,
Barnabas Sibusiso Dlamini,Barnabas Sibusiso Dlamini,Barnabas,Sinhissi,Dlamini,,
"Arfi, Said Amour","Arfi, Said Amour",Said,Amou,Arfi,,
Abdi Hasan Awale Qeybdiid,Abdi Hasan Awale Qeybdiid,Abdi,Hasan Awale,Qeybid,,
"Apagya, Philip Kwame","Apagya, Philip Kwame",Philip,Kame,Apagya,,
"Animashaun, Mustapha Adamu","Animashaun, Mustapha Adamu",Mustapha,Adam,Animashaun,,
Abdirizak Haji Hussein,Abdirizak Haji Hussein,Abdirizak,Ha,Hussein,,
