original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
John Ssebaana Kizito,John Sebaana Kizito,John,Sebaana,Kizito,,
"Jones, V M","Jones,V M",V,,Jones,,MD
Hama Amirou Ly,Hma Amirou Ly,Hma,Amirou,Ly,,
"Nascimento, Lopo Do","Nascimento, Lopo Djo",Lopo,Djo,Nascimento,,
Ras Mengesha Yohannes,Ras Mngesha Yohannes,Ras,Mngesha,Yohannes,,
"Akandu, Lawrence Chimezie","Akandu, Lawrence Chiezie",Lawrence,Chiezie,Akandu,,
"Erhenede, Justice John","Erhenede, JuStice John",Ju,Stice John,Erhenede,,
Fred Kwasi Apaloo,Frd Kwasi Apaloo,Frad,Kwasi,Apaloo,,
"Chaurembo, Ania Said","Chaurembo, Ania Sa2d",Ania,Sad,Chaurembo,,
"Yahia, Wissem Ben","Yahia, Wisem Ben",Wisem,Ben,Yahia,,
Aziza Sleyum Ally,Aziza Sl8eyum Ally,Aziza,Sleeyum,Ally,,
"Barque, Barry Moussa","Barque, Bary Moussa",Bary,Moussa,Barque,,
Erinayo Wilson Oryema,ErinayoWilson Oryema,Erinayo,Wilson,Oryena,,
"Dada, Idi Amin","Dad, Idi Amin",Idi,Amin,Dad,,
Hilary R W Johnson,Hilary Ru W Johnson,Hilary,Ru W,Johnson,,
Asha Haji Elmi,Asa Haji Elmi,Asa,Haji,Elmi,,
"Nouira, Hedi Amara","Nouira, Hedi ATara",Hedi,Aara,Nouir,,
F Abiola Irele,F Abiopa Irele,F,Abiopa,Irele,,
J E A Wey,J EA Wey,Jm,A,Wey,,
John Kodwo Amissah,John Kodwo Aissah,John,Kodwo,Aissah,,
"Ezeh, Alphonsus Azuogu","Ezdh, Alphonsus Azuogu",Alphonsus,Azuogu,Ezdh,,
Abubakar Tafawa Balewa,Abubaka Tafawa Balewa,Abubaka,Tafawa,Balewa,,
"Mbongo, Mbedi A","Mbongo, MbPdi A",Mb,Pdi A,Mbongo,,
Amadou Tidiane Tall,Amadou TidianPe Tall,Amadou,Tidianna,Tall,,
"Seko, Mobutu Sese","Sek, Mobutu Sese",Mobutu,Sese,Sek,,
Fernando Neves Nando,Fernando Nevew Nando,Fernando,Nevew,Nando,,
"Bayntun, Henry William","Bayntun, QHenry William",Henry,William,Baynton,,
Helton Samo Cunha,Helton Sao Cunha,Helton,Sao,Cunha,,
"Dorda, Abuzed Omar","Dord, Abuzed Omar",Abuzed,Omar,Dord,,
Amal Nuri Safar,Amal Nuri SaQfar,Amal,Nuri,Saffar,,
"Samatar, Muse Dude","Samatar, Muse Dudte",Muse,Dudte,Samatar,,
Hemed Mohammed Hemed,Hemmed Mohammed Hemed,Hemmed,Mohammed,Hemed,,
"Onu, Sylvester Umaru","Onu, SyKlvester Umaru",Sy,Klvester Umaru,Onu,,
Ama Sefa Yeboah,Aa Sefa Yeboah,Aa,Sefa,Yeboah,,
"Deerow, Abdallah Isaaq","Deerow, AbdaIllah Isaaq",Abda,Illah Isaa,Deerow,,
"Edozien, Joseph Chike","Edozien, Josph Chike",Josph,Chike,Edozien,,
Maua Abeid Daftari,Maua Mbeid Daftari,Maua,Mbeid,Daftari,,
Louis Lansana Beavogui,Louis Lansana eavogui,Louis,Lansana,Neavegui,,
"Khamis, Mwajuma Hassan","Khamis, Mwaquma Hassan",Mwafuma,Hassan,Khamis,,
Alamin Mohammed Seid,Alamin Mohmmed Seid,Alamin,Mohmmed,Seid,,
"Warner, Bennie Dee","Warner, Bennie DKee",Bennie,Kee,Warner,,
Gosbert Begumisa Blandes,Gosbert Begumisa Blandels,Gosbert,Begumisa,Blandels,,
"Mariam, Mahisente Habte","Mariam, Mahisente Habt",Mahirente,Habt,Mariam,,
Habib Ben Yahia,Habib Bfn Yahia,Habib,Bon,Yahia,,
"Massaoued, Amir Hadj","Massaoued, Amir HadAj",Amir,Hadeb,Massaoued,,
Buka Suka Dimka,Buka SuXa Dimka,Buka,Sua,Dimma,,
"Tuweni, Kamilya Mohammedi","Tuweni, Kamilya Mohammed",Kamilya,Mohammed,Tuweni,,
Charles N Keenja,Charles NKeenja,Neeenja,,Charles,,
"Khatib, Muhammed Seif","Khatib, Muhammed Seijf",Muhammed,Seijf,Khatib,,
George Mutandwa Chiweshe,George Mutandwa Chiwehe,George,Mutandwa,Chiwehe,,
"Ameir, Kheri Khatib",Ameir. Kheri Khatib,Ameirl,Kheri,Khatib,,
Theophilus Adeleke Akinyele,Theophilus Adelee Akinyele,Theophilus,Adelee,Akinyele,,
Valery Twite Nahayo,Valery Twite Nahay,Valery,Twite,Nahay,,
"Hidig, Abdirashid Mohamed","Hidig, Abdirashid Moham5ed",Abdirishid,Mohammed,Hidig,,
Mohammed Aliyu Datti,Mohammed Aliyu Dtti,Mohammed,Aliyu,Dtti,,
