original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Davies, H O","Davies,H O",H,O,Davies,,
"Erhenede, Justice John","Erhenede, JuStice John",Justice,John,Erhenede,,
Erinayo Wilson Oryema,ErinayoWilson Oryema,Erinayo,Wilson,Oryema,,
"Gana, Mohammed Abba","Gana, Mouammed Abba",Mohammed,Abba,Gana,,
Thomas R Odhiambo,"Thoma,s R Odhiambo",Thomas,R,Odhiambo,,
Amal Nuri Safar,Amal Nuri SaQfar,Amal,Nuri,Safar,,
"Onu, Sylvester Umaru","Onu, SyKlvester Umaru",Sylvester,Umaru,Onu,,
Khalida Rashid Khan,Khalida Rashid.Khan,Khalida,Rashid,Khan,,
"Edozien, Joseph Chike","Edozien, Josph Chike",Joseph,Chike,Edozien,,
Alamin Mohammed Seid,Alamin Mohmmed Seid,Alamin,Mohammed,Seid,,
"Warner, Bennie Dee","Warner, Bennie DKee",Bennie,Dee,Warner,,
Habib Ben Yahia,Habib Bfn Yahia,Habib,Ben,Yahia,,
"Odametey, Charles Addo","Odametey,  Charles Addo",Charles,Addo,Odametey,,
Cecilia Gyan Amoah,Cecilia GyanAmoah,Cecilia,Gyan,Amoah,,
"Ali, Amina Said","Ali, Amina Saird",Amina,Said,Ali,,
Faysal Ben Ahmed,Faysal lBen Ahmed,Faysal,Ben,Ahmed,,
Mohammed Bah Abba,Mohamyed Bah Abba,Mohammed,Bah,Abba,,
Antoinette Nana Djimou,Antoinette yNana Djimou,Antoinette,Nana,Djimou,,
"Khamis, Salim Hemed","Khamis, SalimHemed",Salim,Hemed,Khamis,,
Anton Wilhelm Amo,Anton  Wilhelm Amo,Anton,Wilhelm,Amo,,
Ben Dhifallah,Ben.Dhifallah,Ben,,Dhifallah,,
"Addy, Obo","7ddy, Obo",Obo,,Addy,,
George Borba,George  Borba,George,,Borba,,
"Melki, Mourad","Melki, 5ourad",Mourad,,Melki,,
Joaquim Gomes,"Joaquim ,Gomes",Joaquim,,Gomes,,
"Sanga, Imani","SaOnga, Imani",Imani,,Sanga,,
"Ibrahim, Fouad","Ibrzhim, Fouad",Fouad,,Ibrahim,,
Samuel Maharero,Samuel MahaArero,Samuel,,Maharero,,
Benjamin Kibebe,Benjamin KiVbebe,Benjamin,,Kibebe,,
"Maduka, John","MBaduka, John",John,,Maduka,,
Liya Kebede,Liya  Kebede,Liya,,Kebede,,
"Burger, Sarel",Burger  Sarel,Sarel,,Burger,,
Richard Leakey,Richard  Leakey,Richard,,Leakey,,
"Obiku, Michael","ObViku, Michael",Michael,,Obiku,,
Alain Gaspoz,Alai Gaspoz,Alain,,Gaspoz,,
Yibeltal Admassu,YibelQtal Admassu,Yibeltal,,Admassu,,
"Ellison, Chris","Ellison,  Chris",Chris,,Ellison,,
"Waruinge, Philip","Waruinge, P7ilip",Philip,,Waruinge,,
Zain Verjee,Zsain Verjee,Zain,,Verjee,,
Tatenda Taibu,Tatenda MTaibu,Tatenda,,Taibu,,
"Whitehead, Edgar","Whitehead,  Edgar",Edgar,,Whitehead,,
Vida Nsiah,Voida Nsiah,Vida,,Nsiah,,
Samson Godwin,SamsYon Godwin,Samson,,Godwin,,
Ezra Sambu,Ezra SWambu,Ezra,,Sambu,,
"Moumban, Karim","Moumban,, Karim",Karim,,Moumban,,
Habib Galhia,Habib  Galhia,Habib,,Galhia,,
Choice Aisien,Choic3e Aisien,Choice,,Aisien,,
Fro Adu,FroAdu,Fro,,Adu,,
"Baidoo, Stephen","Baidoo, StephQen",Stephen,,Baidoo,,
"Diori, Hamani","Diori,,Hamani",Hamani,,Diori,,
Yemane Baria,YemaneBaria,Yemane,,Baria,,
Adewale Olukoju,Adewale  Olukoju,Adewale,,Olukoju,,
Ali Shah,Ali SQhah,Ali,,Shah,,
Abdalla Jabir,AbdallaJabir,Abdalla,,Jabir,,
"Selassie, Wolde","Selassie,.Wolde",Wolde,,Selassie,,
Michael Ibru,Michael Iqbru,Michael,,Ibru,,
Aberra Molla,Aberra  Molla,Aberra,,Molla,,
"Martins, Obafemi","MartiDns, Obafemi",Obafemi,,Martins,,
"Kiptanui, Moses","Kiptanui, Mos3s",Moses,,Kiptanui,,
"Uti, Sunday","Uti,Sunday",Sunday,,Uti,,
Thomas Nimely,Thmas Nimely,Thomas,,Nimely,,
Sammy Korir,Samy Korir,Sammy,,Korir,,
"Wek, Alek","Wek, FAlek",Alek,,Wek,,
Kenyan British,Kenyan  British,Kenyan,,British,,
"Metefara, Marcel","Metefara, Mfarcel",Marcel,,Metefara,,
Okoth Origi,Okoth.Origi,Okoth,,Origi,,
Achilla Orru,Achilla  Orru,Achilla,,Orru,,
"Owu, George","Owu,, George",George,,Owu,,
Salma Kikwete,Salma Ki1kwete,Salma,,Kikwete,,
Mass Sarr Jr,NMass Sarr Jr,Mass,,Sarr,,Jr
Habib Bourguiba Jr.,HabHib Bourguiba Jr.,Habib,,Bourguiba,,Jr
