original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
D R Bendre,D R  Bendre,D,R,Bendre,,
Ghulam Ahmed Pervez,Ghulam Ahmed  Pervez,Ghulam,Ahmed,Pervez,,
Gurmit Singh Aulakh,"Gurmit S,ingh Aulakh",Gurmit,Singh,Aulakh,,
"Ho, Chan Wai","Ho,Chan Wai",Chan,Wai,Ho,,
Baldev Singh Dhillon,BalWdev Singh Dhillon,Baldev,Singh,Dhillon,,
John Alexander Low Waddell,John AleLander Low Waddell,John,Alexander Low,Waddell,,
Minamoto No Noriyori,Minamoto NUo Noriyori,Minamoto,No,Noriyori,,
"Nanavati, G T","Nanavati,  G T",G,T,Nanavati,,
"Yoshinari, David Soria","Yoshinari, Davld Soria",David,Soria,Yoshinari,,
"Jadeja, Ravindra Singh","Jadeja, RUavindra Singh",Ravindra,Singh,Jadeja,,
P Paul Verma,P PaSul Verma,P,Paul,Verma,,
"Jeong, Seo Hye","Jeong, Se9 Hye",Seo,Hye,Jeong,,
"Bokadia, K C","Bokadia,  K C",K,C,Bokadia,,
"Fusasaki, Fujiwara No","Fusasaki, Fumjiwara No",Fujiwara,No,Fusasaki,,
Muzammil H Siddiqi,Muzammil H SiddiUqi,Muzammil,H,Siddiqi,,
"Kania, H J","Kania,,H J",H,J,Kania,,
Premindra Singh Bhagat,Premindr Singh Bhagat,Premindra,Singh,Bhagat,,
"Yadav, Karan Singh","Yadav, Ka4an Singh",Karan,Singh,Yadav,,
"Suri, Sher Shah","Suri, Sher ZShah",Sher,Shah,Suri,,
"Naiker, D K","Naiker,,D K",D,K,Naiker,,
"Puri, K R","Puri, K  R",K,R,Puri,,
Nirmal Jit Singh Sekhon,Nirmal Jit Singh SRekhon,Nirmal,Jit Singh,Sekhon,,
J C Daniel,J C.Daniel,J,C,Daniel,,
Jal Cooper,Jal Coope,Jal,,Cooper,,
"Masuda, Keiko","Masuda,Keiko",Keiko,,Masuda,,
Tsutomu Takebe,Tsutomu  Takebe,Tsutomu,,Takebe,,
"Vora, Motilal","Vora,,Motilal",Motilal,,Vora,,
Cang Xin,Cang 0Xin,Cang,,Xin,,
Sukumar Ray,Sukumar Ra8y,Sukumar,,Ray,,
Cheng Yi,ChengYi,Cheng,,Yi,,
"Zhuo, Dong","Zhuo,,Dong",Dong,,Zhuo,,
Honda Tadamasa,Honda Tadamasa,Honda,,Tadamasa,,
"Honda, Hirotoshi","Honda,Hirotoshi",Hirotoshi,,Honda,,
Ramo Nakajima,Ramo  Nakajima,Ramo,,Nakajima,,
Nana Patekar,Nana  Patekar,Nana,,Patekar,,
Elijah Impey,Elijwh Impey,Elijah,,Impey,,
Tadao Ando,TadaoAndo,Tadao,,Ando,,
Remi Kaler,RemiKaler,Remi,,Kaler,,
"Tsai, Rick","Tsai, 6Rick",Rick,,Tsai,,
Yang Bo,Yang  Bo,Yang,,Bo,,
Shiv Chopra,Shiv Cho4pra,Shiv,,Chopra,,
Zhong Ding,Zhong UDing,Zhong,,Ding,,
Mussarat Abbas,Mussarat Abbqas,Mussarat,,Abbas,,
"Ganguly, Sourav","Ganguly,Sourav",Sourav,,Ganguly,,
"Singh, Gurnam","Sjingh, Gurnam",Gurnam,,Singh,,
"Dighe, Sameer","zDighe, Sameer",Sameer,,Dighe,,
"Spector, Dave",Spector Dave,Dave,,Spector,,
Amit Shah,Amit  Shah,Amit,,Shah,,
Matilal Sarkar,Matilal Sark3ar,Matilal,,Sarkar,,
"Hong, Gene","Hong,  Gene",Gene,,Hong,,
Minako Seki,Minak0o Seki,Minako,,Seki,,
"Ji, Liang","Ji,  Liang",Liang,,Ji,,
Qin Lang,Qin Lavg,Qin,,Lang,,
Madhu Koda,Madhu KoPda,Madhu,,Koda,,
"Watanabe, Yoshimi","Watanabe,  Yoshimi",Yoshimi,,Watanabe,,
Mangesh Panchal,MangeUh Panchal,Mangesh,,Panchal,,
"Hui, Shi","H7i, Shi",Shi,,Hui,,
Eiichiro Washio,Eiichiro  Washio,Eiichiro,,Washio,,
Balbir Singh Sr.,Balbir SingKh Sr.,Balbir,,Singh,,Sr
