original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Ashton, Thomas Gair","Ashton, Thomas Gair",Thomas,Gaire,Ashton,,
"Acton, Charles Januarius","Acton, Charles Januarius",Charles,Januariss,Acton,,
G D'Arcy Boulton,G D'Arcy Boulton,G,Darry,Boulton,,
"Fox-Davies, Arthur Charles","Fox-Davies, Arthur Charles",Arthur,Charles,Fowkavies,,
"Conway, John S","Conway, John S",John,,Conway,,Sr
John Basson Humffray,John Basson Humffray,John,Basson,Hufffray,,
"Gosset, William Sealy","Gosset, William Sealy",William,Sealy,Gossett,,
"Gwylog, Elisedd Ap","Gwylog, Elisedd Ap",Elisedd,Ap,Gaylog,,
Falconer Madan,Falconer Madan,Madan,,Falconer,,
"Riddle, Stu","Riddle, Stu",St,,Riddle,,
Tony Di Bart,Tony Di Bart,Tony,Di,Bar,,
Thomas Tresham I,Thomas Tresham I,Thomas,Tresham,I,,
Thomas Assheton Smith I,Thomas Assheton Smith I,Thomas,Assheton,Smith,,II
George Beet Snr.,George Beet Snr.,George,,Bee,,Snr
Aubrey De Vere III,Aubrey De Vere III,Aubrey,De,Vere,,III
