original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
E A Smythies,"E,A Smythies",A,Smythies,E,,
"Sirohi, Giri Raj Singh","Siroh, Giri Raj Singh","Siroh,",Giri Raj,Singh,,
J P Dutta,JP Dutta,JP,,Dutta,,
"Swee, Goh Keng",Swee  Goh Keng,Swee,Goh,Keng,,
Haing S Ngor,Haing SNgor,Haing,,SNgor,,
"Deora, Milind Murli",Deora Milind Murli,Deora,Milind,Murli,,
"Yoshitsuna, Minamoto No","Yoshitsuna, MiPnamoto No",Mi,Pnamoto No,Yoshitsuna,,
Mohamed Ali Khan Walajan,Mohamed AliKhan Walajan,Mohamed,AliKhan,Walajan,,
"Kania, H J","Kania,,H J",H,J,"Kania,",,
"Naiker, D K","Naiker,,D K",D,K,"Naiker,",,
Choi Soo Jong,ChoiSoo Jong,ChoiSoo,,Jong,,
"Patel, H M","Patel,  H M",H,,Patel,,M
T N Kaul,T.N Kaul,Kaul,,T,,
"Yin, Chung Ho",Yin Chung Ho,Yin,Chung,Ho,,
Bhai Taru Singh,"Bhai,Taru Singh",Taru,Singh,Bhai,,
"Rao, Akkineni Nageswara","Rao,, Akkineni Nageswara",Akkineni,Nageswara,"Rao,",,
Qin Er Shi,Qif Er Shi,Er,Shi,Qif,,
"Korenari, Fujiwara No","Korenari, F0ujiwara No",F0u,jiwara No,Korenari,,
R V Raveendran,R V Raveendr9an,R,V,Raveendr9a,,n
Girdhari Lal Bhargava,"Girdhari Lal,Bhargava",Girdhari,"Lal,",Bhargava,,
"Eng, Yeap Cheng","Eng,, Yeap Cheng",Yeap,Cheng,"Eng,",,
Pan Yin Tze,Pan in Tze,Pan in,,Tze,,
"Suda, Issei","Suda,.Issei",.,Issei,Suda,,
Gengshi Han,Gen2shi Han,Han,,Gen2shi,,
"Amritraj, Vijay",Amritraj Vijay,Amritraj,,Vijay,,
"Umino, Chica",Umino Chica,Umino,,Chica,,
"Rana, Jadi",Rana. Jadi,Rana.,,Jadi,,
Motohisa Furukawa,Motohisa FurMukawa,Motohisa,Fur,Mukawa,,
"Vora, Motilal","Vora,,Motilal",Motilal,,"Vora,",,
"Srivastav, Raju","Srivastav,, Raju",Raju,,"Srivastav,",,
"Mupnar, Perumal",Mupnar  Perumal,Mupnar ,,Perumal,,
"Zhuo, Dong","Zhuo,,Dong",Dong,,"Zhuo,",,
Janardhana Poojary,Janfardhana Poojary,Janfardhan,a,Poojary,,
Gao Qipei,Gao.Qipei,Gao.,,Qipei,,
"Takamachi, Nanoha","Takamachi,, Nanoha",Nanoha,,"Takamachi,",,
"Kobayashi, Tomoki","Kobayashi,.Tomoki",.Tomoki,,Kobayashi,,
"Guan, Tong","Guan,, Tong",Tong,,"Guan,",,
"Shoujing, Guo","Shoujing,, Guo",Guo,,"Shoujing,",,
Pohl Trial,Pohl  rial,rial,,Pohl,,
"Junjiro, Takakusu",Junjiro. Takakusu,Junjiro.,,Takakusu,,
"Xizhi, Wang",Xizhi Wang,Xizhi,,Wang,,
"Kakichi, Uchida","Kakichi,, Uchida",Uchida,,"Kakichi,",,
Reema Sen,Reema.Sen,Reema.,,Sen,,
"Panchbhai, Bhau",Panchbhai. Bhau,Panchbhai.,,Bhau,,
"Hong, Gene","Hong,  Gene", Gene,,Hong,,
Hughes Eng,"Hughes,Eng",Eng,,Hughes,,
Ashikaga Tadayoshi,"Ashikaga,Tadayoshi",Tadayoshi,,Ashikaga,,
"Zan, Ni",Zan Ni,Zan,,Ni,,
"Zhaoying, Ye","Zhaoying,.Ye",.Ye,,Zhaoying,,
Rajendra Chola III,"Rajendra,Chola III",Chola,,Rajendra,,III
Kulothunga Chola I,KulothungaChola I,Kulothunga,Chola,I,,
Veera Ballala I,Veera Ballaa I,Veera,Ballaa,I,,
Mihira Bhoja I,Mihira  Bhoja I,Mihira,Bhoja,I,,
Rajendra Choda II,Rajrndra Choda II,Choda,,Rajrndra,,II
Parantaka Chola II,Parantaka Chola VI,Parantaka,Chola,VI,,
Raja Raja Chola I,Raja Raja CShola I,Raja,Raja CShola,I,,
