original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Ashton, Thomas Gair","Ashton, Thomas Gair",Thomas,Gai,Ashton,,
John Cunningham Saunders,John Cunningham Saunders,John,Cunninghra,Saunders,,
"Acton, Charles Januarius","Acton, Charles Januarius",Charles,Jannatius,Alton,,
Frederic Arthur Kelley,Frederic Arthur Kelley,Frederick,Arthur,Kelley,,
G D'Arcy Boulton,G D'Arcy Boulton,G,Darcy,Boulton,,
"Fox-Davies, Arthur Charles","Fox-Davies, Arthur Charles",Arthur,Charles,Foxadies,,
"Davies, Hugh Sykes","Davies, Hugh Sykes",Hugh,Sakes,Davies,,
Kenneth Hamilton Jenkin,Kenneth Hamilton Jenkin,Kenneth,Hamilton,Jenkins,,
"Conway, John S","Conway, John S",John,,Conway,,Sr
John Basson Humffray,John Basson Humffray,John,Basson,Humfray,,
"Centre, Carrubbers Christian","Centre, Carrubbers Christian",Carrubber,Christian,Centre,,
Charlotte Mary Yonge,Charlotte Mary Yonge,Charlotte,Mary,Yonger,,
"Englander, A A","Englander, A A",Ani,,Englander,,
"Tennant, Edward Wyndham","Tennant, Edward Wyndham",Edward,Wyndhan,Tennant,,
"Ieuaf, Hywel Ap","Ieuaf, Hywel Ap",Hywel,Ap,Ieaf,,
"Brewer, Ebenezer Cobham","Brewer, Ebenezer Cobham",Ebenezer,Codham,Brewer,,
Anthony Clarke Booth,Anthony Clarke Booth,Anthony,Clarakie,Booth,,
"Studios, Little Tardis","Studios, Little Tardis",Little,Taris,Studios,,
"Fuller, Meta Vaux Warrick","Fuller, Meta Vaux Warrick",Meta,Vau Warrick,Fuller,,
William Howe Delancey,William Howe Delancey,William,Hoe,Delancey,,
"Shahbazi, Alireza Shapour","Shahbazi, Alireza Shapour",Alireza,Shappour,Shahbazi,,
William Crawford Williamson,William Crawford Williamson,William,Chawford,Williamson,,
"Gwylog, Elisedd Ap","Gwylog, Elisedd Ap",Elised,Ap,Grylog,,
"Stoner, Edmund Clifton","Stoner, Edmund Clifton",Edmund,Clinton,Stoner,,
Elizabeth Jennings Graham,Elizabeth Jennings Graham,Elizabeth,Jenninga,Graham,,
John Silkin,John Silkin,John,,Silin,,
Alfred Waud,Alfred Waud,Alfred,,Wau,,
"Davies, Bryn","Davies, Bryn",Bryan,,Davies,,
Richard Jugge,Richard Jugge,Richard,,Jugger,,
"Sandel, Michael","Sandel, Michael",Michael,,Sandell,,
Falconer Madan,Falconer Madan,Madan,,Falconer,,
Philip Turner,Philip Turner,Phillip,,Turner,,
"Dragas, George","Dragas, George",George,,Draga,,
Howie Camnitz,Howie Camnitz,Howie,,Canitz,,
"Mordt, Nils","Mordt, Nils",Nils,,Mord,,
Tony Di Bart,Tony Di Bart,Tony,Di,Bart,,
Thomas Tresham I,Thomas Tresham I,Thomas,Tresham,I,,
Thomas Assheton Smith I,Thomas Assheton Smith I,Thomas,Assleton,Smith,,IV
Aubrey De Vere III,Aubrey De Vere III,Aubrey,Dee,Vered,,III
Joseph Burke II,Joseph Burke II,Joseph,,Burke,,III
