original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Davies, H O","Davies,H O",H,O,Davies,,
Martha Sandolo Belleh,MTartha Sandolo Belleh,Martha,Sandolo,Belleh,,
Darge Sahle Selassie,Darge Sahle Sepassie,Darge,Sahle,Selassie,,
Mathias Meinrad Chikawe,rMathias Meinrad Chikawe,Mathias,Meinrad,Chikawe,,
"Gana, Mohammed Abba","Gana, Mouammed Abba",Mohammed,Abba,Gana,,
"Dlamini, Jameson Mbilini","Dlamini,, Jameson Mbilini",Jameson,Mbilini,Dlamini,,
Thomas R Odhiambo,"Thoma,s R Odhiambo",Thomas,R,Odhiambo,,
"Achour, Selim Ben","Achour, SelGim Ben",Selim,Ben,Achour,,
"Dodge, Ralph Edward","DodgD, Ralph Edward",Ralph,Edward,Dodge,,
Khalida Rashid Khan,Khalida Rashid.Khan,Khalida,Rashid,Khan,,
"Toivo, Andimba Toivo Ya","Toivo,Andimba Toivo Ya",Andimba,Toivo Ya,Toivo,,
"Odametey, Charles Addo","Odametey,  Charles Addo",Charles,Addo,Odametey,,
"Diallo, Anthony Mwandu","Diallo, Anghony Mwandu",Anthony,Mwandu,Diallo,,
Mbah Ndam Joseph Njang,Mbah  Ndam Joseph Njang,Mbah,Ndam Joseph,Njang,,
Cecilia Gyan Amoah,Cecilia GyanAmoah,Cecilia,Gyan,Amoah,,
Zakia Mrisho Mohamed,ZakiaMrisho Mohamed,Zakia,Mrisho,Mohamed,,
Mohammed Bah Abba,Mohamyed Bah Abba,Mohammed,Bah,Abba,,
"Mabandla, Thandatha Jongilizwe","Mabandla,Thandatha Jongilizwe",Thandatha,Jongilizwe,Mabandla,,
"Chipande, Alberto Joaquim","Chipande,Alberto Joaquim",Alberto,Joaquim,Chipande,,
"Khamis, Salim Hemed","Khamis, SalimHemed",Salim,Hemed,Khamis,,
Anton Wilhelm Amo,Anton  Wilhelm Amo,Anton,Wilhelm,Amo,,
George Borba,George  Borba,George,,Borba,,
"Sanga, Imani","SaOnga, Imani",Imani,,Sanga,,
"Bencherif, Hamza","Bencherif,, Hamza",Hamza,,Bencherif,,
Gbenga Oluokun,GbengaOluokun,Gbenga,,Oluokun,,
"Salema, Anziza","Salema,  Anziza",Anziza,,Salema,,
Mohammed Muyei,MohammedMuyei,Mohammed,,Muyei,,
Muumin Aadan,sMuumin Aadan,Muumin,,Aadan,,
Liya Kebede,Liya  Kebede,Liya,,Kebede,,
"Burger, Sarel",Burger  Sarel,Sarel,,Burger,,
Richard Leakey,Richard  Leakey,Richard,,Leakey,,
Ibrahim Idris,Ibrahim  Idris,Ibrahim,,Idris,,
"Ellison, Chris","Ellison,  Chris",Chris,,Ellison,,
"Modo, Ben","Modo,,Ben",Ben,,Modo,,
Stanford Derere,StanfordDerere,Stanford,,Derere,,
"Otieno, Musa","OtieVo, Musa",Musa,,Otieno,,
"Mwakwere, Ali","Mwakwere,.Ali",Ali,,Mwakwere,,
Marco Airosa,Marco  Airosa,Marco,,Airosa,,
"Whitehead, Edgar","Whitehead,  Edgar",Edgar,,Whitehead,,
"Codjia, Coffi","CodRjia, Coffi",Coffi,,Codjia,,
Jadavji Jesani,JadavjiJesani,Jadavji,,Jesani,,
"Akuda, Fanizani","Akuda, Fmnizani",Fanizani,,Akuda,,
"Moumban, Karim","Moumban,, Karim",Karim,,Moumban,,
Habib Galhia,Habib  Galhia,Habib,,Galhia,,
"Aga, Alemu","Aga,Alemu",Alemu,,Aga,,
Fro Adu,FroAdu,Fro,,Adu,,
Richard Mateelong,Richard  Mateelong,Richard,,Mateelong,,
"Diori, Hamani","Diori,,Hamani",Hamani,,Diori,,
Yemane Baria,YemaneBaria,Yemane,,Baria,,
"Asokuh, Eloka","Asokuh,Eloka",Eloka,,Asokuh,,
Adewale Olukoju,Adewale  Olukoju,Adewale,,Olukoju,,
"Duarte, Bela","Duabte, Bela",Bela,,Duarte,,
Abdalla Jabir,AbdallaJabir,Abdalla,,Jabir,,
Aberra Molla,Aberra  Molla,Aberra,,Molla,,
Moses Ashikodi,Moses  Ashikodi,Moses,,Ashikodi,,
"Uti, Sunday","Uti,Sunday",Sunday,,Uti,,
"Afro, Teddy","Afro,.Teddy",Teddy,,Afro,,
Kenyan British,Kenyan  British,Kenyan,,British,,
"Ekpe, Simeon","Ekpe, STimeon",Simeon,,Ekpe,,
Okoth Origi,Okoth.Origi,Okoth,,Origi,,
Tito Chingunji,Tito Cbingunji,Tito,,Chingunji,,
"Owu, George","Owu,, George",George,,Owu,,
Alaixys Romao,Alaixys.Romao,Alaixys,,Romao,,
"Yahia, Alaeddine","Yahia,.Alaeddine",Alaeddine,,Yahia,,
Mass Sarr Jr,NMass Sarr Jr,Mass,,Sarr,,Jr
Habib Bourguiba Jr.,HabHib Bourguiba Jr.,Habib,,Bourguiba,,Jr
Mari Djata II,Mqri Djata II,Mari,,Djata,,II
