original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Jones, V M","Jones,V M",V,,Jones,,M
"Erhenede, Justice John","Erhenede, JuStice John",Ju,Stice John,Erhenede,,
"Dlamini, Jameson Mbilini","Dlamini,, Jameson Mbilini",Jameson,Mbilini,"Dlamini,",,
J E A Wey,J EA Wey,J E,A,Wey,,
"Mbongo, Mbedi A","Mbongo, MbPdi A",Mb,Pdi A,Mbongo,,
"Onu, Sylvester Umaru","Onu, SyKlvester Umaru",Sy,Klvester Umaru,Onu,,
"Deerow, Abdallah Isaaq","Deerow, AbdaIllah Isaaq",Abda,Illah Isaaq,Deerow,,
Khalida Rashid Khan,Khalida Rashid.Khan,Khalida,Rashid.,Khan,,
Louis Lansana Beavogui,Louis Lansana eavogui,Louis,Lansana, eavogui,,
Charles N Keenja,Charles NKeenja,NKeenja,,Charles,,
"Ameir, Kheri Khatib",Ameir. Kheri Khatib,Ameir.,Kheri,Khatib,,
"Daar, Aden Abdullah Osman","Daar, Aden AbdullahOsman",Aden,AbdullahOs,Daar,,man
"Chuka, Stefano Okaka",Chuka Stefano Okaka,Chuka,Stefano,Okaka,,
Anthony Snoti Laffor,Anthony Snoti.Laffor,Anthony,Snoti.,Laffor,,
Larbi Ben M'Hidi,Larbi BUen M'Hidi,Larbi,BUen M',Hidi,,
"Goje, Mohammed Danjuma","Goje,,Mohammed Danjuma",Mohammed,Danjuma,"Goje,",,
"Animashaun, Mustapha Adamu","AnimaKshaun, Mustapha Adamu",",",Mustapha Adamu,AnimaKshau,,
"Alo, E B","Alo,.E B",.E,B,Alo,,
Ben Dhifallah,Ben.Dhifallah,Dhifallah,,Ben,,
Joaquim Gomes,"Joaquim ,Gomes",Gomes,,Joaquim ,,
"Kamaphitha, Uzibhebhu",Kamaphitha Uzibhebhu,Kamaphitha,,Uzibhebhu,,
Shanyurai Majange,"Shanyurai,Majange",Majange,,Shanyurai,,
"Bencherif, Hamza","Bencherif,, Hamza",Hamza,,"Bencherif,",,
Herbert Chitepo,Herert Chitepo,Chitepo,,Herert,,
Samuel Maharero,Samuel MahaArero,Samuel,Maha,Arero,,
Benjamin Kibebe,Benjamin KiVbebe,Benjamin,Ki,Vbebe,,
"Mbangwa, Mpumelelo",Mbangwa. Mpumelelo,Mbangwa.,,Mpumelelo,,
"Bungei, Wilfred",Bungei  Wilfred,Bungei,,Wilfred,,
Yibeltal Admassu,YibelQtal Admassu,Yibel,Qtal,Admassu,,
Zain Verjee,Zsain Verjee,Verjee,,Zsain,,
"Modo, Ben","Modo,,Ben",Ben,,"Modo,",,
Tatenda Taibu,Tatenda MTaibu,Tatenda,M,Taibu,,
"Mwakwere, Ali","Mwakwere,.Ali",.Ali,,Mwakwere,,
Djamel Abdoun,"Djamel,Abdoun",Abdoun,,Djamel,,
Souleymane Youla,CSouleymane Youla,C,Souleymane,Youla,,
Samson Godwin,SamsYon Godwin,Godwin,,SamsYon,,
Ezra Sambu,Ezra SWambu,Ezra,S,Wambu,,
Caroline Chikezie,Carwoline Chikezie,Chikezie,,Carwoline,,
Maurice Tadajeu,Maurice TadCajeu,Maurice,Tad,Cajeu,,
"Moumban, Karim","Moumban,, Karim",Karim,,"Moumban,",,
"Munyaneza, Henri",Munyaneza Henri,Munyaneza,,Henri,,
Mbulaeni Mulaudzi,"Mbulaeni,Mulaudzi",Mulaudzi,,Mbulaeni,,
Choice Aisien,Choic3e Aisien,Aisien,,Choic3e,,
"Baidoo, Stephen","Baidoo, StephQen",Steph,Qen,Baidoo,,
"Diori, Hamani","Diori,,Hamani",Hamani,,"Diori,",,
Hakainde Hichilema,Hakainde HichileMma,Hakainde,Hichile,Mma,,
Marguerite Barankitse,Marg5uerite Barankitse,Marg5uerit,e,Barankitse,,
"Belaid, Tijani",Belaid Tijani,Belaid,,Tijani,,
"Keshi, Stephen",Keshi Stephen,Keshi,,Stephen,,
Edmund Morris,"Edmund,Morris",Morris,,Edmund,,
"Diamoutene, Souleymane","Deiamoutene, Souleymane",",",Souleymane,Deiamouten,,
"Ha-Dani, Eldad","a-Dani, Eldad",Eldad,,Dani,a-,
"Afro, Teddy","Afro,.Teddy",.Teddy,,Afro,,
Okoth Origi,Okoth.Origi,Okoth,,.Origi,,
"Lacarne, Belaid",Lacarne. Belaid,Lacarne.,,Belaid,,
"Owu, George","Owu,, George",George,,"Owu,",,
"Kitamirike, Joel",Kitamirike  Joel,Kitamirike,,Joel,,
Osei Kofi Tutu I,Osei Kofi utu I,Kofi,utu I,Osei,,
