original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
E M Grace,E M GRace,E,M G,Race,,
"Ashton, Thomas Gair","Ashton,, Thomas Gair",Thomas,Gair,"Ashton,",,
"Bush, Stephen J","Bush, StepheM J",Stephe,M J,Bush,,
Henry William Bunbury,Henry William BunbGury,Henry,William Bunb,Gury,,
"Montagu, Edwin Samuel",Montagu Edwin Samuel,Montagu,Edwin,Samuel,,
"Waterhouse, John William","Waterhouse,.John William",.John,William,Waterhouse,,
G D'Arcy Boulton,"G D'Arcy,Boulton",D,,G,,'Ar
"Webb, George James",Webb. George James,Webb,. George,James,,
"Walter, Alan Fitz","Walter,.Alan Fitz",.Alan,Fitz,Walter,,
"Croker, John Wilson",Croker John Wilson,Croker,John,Wilson,,
Innes Harold Stranger,Innes.Harold Stranger,Harold,,Stranger,Innes,
"Strong, Samuel Henry","StrPong, Samuel Henry",Samuel,Henry,Pong,Str,
"Englander, A A","Englander, AA",AA,,Englander,,
Little Jack Little,Little.Jack Little,Little,.Jack,Little,,
Charles Hesterman Merz,"Charles Hesterman,Merz",Charles,,Hesterman,,",Me"
John Cooper Forster,"John Cooper,Forster",John,,Cooper,,",Fo"
"Williams, Thomas H","Williams, Thomas,H",Thomas,,Williams,,",H"
"Fuller, Meta Vaux Warrick","Fuller, Meta VauxWarrick",Meta,VauxWarric,Fuller,,k
"Wigington, Clarence W","Wigington,, Clarence W",Clarence,W,"Wigington,",,
William F Woodington,"William F,Woodington",William,,F,,",Wo"
William Crawford Williamson,WillYam Crawford Williamson,Will,Yam Crawford,Williamson,,
"Simms, George Otto","Simms, George ,Otto",George,,Simms,," ,O"
"Pillay, Gerald J","Pillay,, Gerald J",Gerald,J,"Pillay,",,
"Blumenthal, Heston","uBlumenthal, Heston",",",Heston,uBlumentha,,
"Holdsworth, Dean","Hol8dsworth, Dean",",",Dean,Hol8dswort,,
Brian Greene,BriaH Greene,Bria,H,Greene,,
"Willingham, Ken","Willingham,, Ken",",",Ken,Willingham,,
"David, Dharshini","David,, Dharshini",Dharshini,,"David,",,
Nicola Stanbridge,Nicola StanbridgFe,Nicola,Stanbridg,Fe,,
Michael Harris,MicDhael Harris,Mic,Dhael,Harris,,
Drew Bledsoe,Drew BledsoLe,Drew,Bledso,Le,,
David Bailey,David.Bailey,David,.,Bailey,,
"Townshend, Cliff",Townshend Cliff,Townshend,,Cliff,,
"Wolfram, Stephen",Wolfram. Stephen,Wolfram,.,Stephen,,
"Hollins, Ellis","Hollins,,Ellis",Ellis,,"Hollins,",,
"Reid, Alex","Reid,.Alex",.Alex,,Reid,,
"Sandel, Michael",Sandel Michael,Sandel,,Michael,,
Sean Haslegrave,Sean Hasleghrave,Sean,,Hasleghrav,,
"Lake, Greg","Lake,,Greg",Greg,,"Lake,",,
"Curr, Edward",Curr Edward,Curr,,Edward,,
Falconer Madan,Falconer Mhadan,Mhadan,,Falconer,,
"French, Nicki",French  Nicki,French,,Nicki,,
William Foulke,William FDulke,William,F,Dulke,,
"Midgley, Gladys",Midgley. Gladys,Midgley,.,Gladys,,
"Hill, Oliver","Hill,, Oliver",Oliver,,"Hill,",,
"Hunt, Kenneth","Hunt,, Kenneth",Kenneth,,"Hunt,",,
Richard Grimsdale,RicharAd Grimsdale,Richar,Ad,Grimsdale,,
"Hodges, Johnny","Hodges, JohBnny",Joh,Bnny,Hodges,,
Andrew Wilson,Andrew WilsLon,Andrew,Wils,Lon,,
Barry Quinn,"Barry,Quinn",Quinn,,Barry,,
Jacob Sanders,Jacob QSanders,Jacob,Q,Sanders,,
John Whitbourn,"John,Whitbourn",Whitbourn,,John,,
"Brereton, William",Brereton  William,Brereton,,William,,
Jeffrey Tate,Jeffrey VTate,Jeffrey,V,Tate,,
"Thomas, Sandy",Thomas. Sandy,Thomas,.,Sandy,,
Gilbert Longden,GilbeIt Longden,Gilbe,It,Longden,,
Bob Shankly,Bob ShaZnkly,Bob,Sha,Znkly,,
Nigel Roebuck,Nigel.Roebuck,Nigel,.,Roebuck,,
Michael Horovitz,"Michael,Horovitz",Horovitz,,Michael,,
Tony Di Bart,Tony Di aBart,Tony,Di a,Bart,,
George Beet Jnr.,George B0eet Jnr.,B0eet,,George,,Jnr
Andrew Hugine Jr.,Andrew Hugine Jr..,Andrew,,Hugine,,Jr.
Elmer P Martin Jr.,Elmer P MBrtin Jr.,Elmer,P M,Brtin,,Jr
Thomas Tresham I,Thoas Tresham I,Thoas,Tresham,I,,
Thomas Assheton Smith I,Thomas Assheton Zmith I,Thomas,Assheton Zmith,I,,
Aubrey De Vere III,Augbrey De Vere III,Augbrey,De,Vere,,III
John Shaw Jr,"John Shaw,Jr",John,,Shaw,,",Jr"
John Wesley Work III,John Wesley Work.III,John,Wesley,Work,,.II
Joseph Burke II,Joseph Burke RI,Joseph,Burke,RI,,
