original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Hama Amirou Ly,Hama Amirou Ly,Hama,Amirou,Ly,,
"Nascimento, Lopo Do","Nascimento, Lopo Do",Lopo,Do,Nascimento,,
Ras Mengesha Yohannes,Ras Mengesha Yohannes,Ras,Mengesha,Yohannes,,
"Davies, H O","Davies, H O",H,O,Davies,,
Martha Sandolo Belleh,Martha Sandolo Belleh,Martha,Sandolo,Belleh,,
"Akandu, Lawrence Chimezie","Akandu, Lawrence Chimezie",Lawrence,Chimezie,Akandu,,
Darge Sahle Selassie,Darge Sahle Selassie,Darge,Sahle,Selassie,,
"Erhenede, Justice John","Erhenede, Justice John",Justice,John,Erhenede,,
"Yahia, Wissem Ben","Yahia, Wissem Ben",Wissem,Ben,Yahia,,
"Barque, Barry Moussa","Barque, Barry Moussa",Barry,Moussa,Barque,,
Erinayo Wilson Oryema,Erinayo Wilson Oryema,Erinayo,Wilson,Oryema,,
"Dada, Idi Amin","Dada, Idi Amin",Idi,Amin,Dada,,
Hilary R W Johnson,Hilary R W Johnson,Hilary,R W,Johnson,,
"Gana, Mohammed Abba","Gana, Mohammed Abba",Mohammed,Abba,Gana,,
Asha Haji Elmi,Asha Haji Elmi,Asha,Haji,Elmi,,
Thomas R Odhiambo,Thomas R Odhiambo,Thomas,R,Odhiambo,,
"Nouira, Hedi Amara","Nouira, Hedi Amara",Hedi,Amara,Nouira,,
F Abiola Irele,F Abiola Irele,F,Abiola,Irele,,
"Achour, Selim Ben","Achour, Selim Ben",Selim,Ben,Achour,,
J E A Wey,J E A Wey,J,E A,Wey,,
"Dodge, Ralph Edward","Dodge, Ralph Edward",Ralph,Edward,Dodge,,
Abubakar Tafawa Balewa,Abubakar Tafawa Balewa,Abubakar,Tafawa,Balewa,,
"Mbongo, Mbedi A","Mbongo, Mbedi A",Mbedi,A,Mbongo,,
Amadou Tidiane Tall,Amadou Tidiane Tall,Amadou,Tidiane,Tall,,
"Seko, Mobutu Sese","Seko, Mobutu Sese",Mobutu,Sese,Seko,,
Fernando Neves Nando,Fernando Neves Nando,Fernando,Neves,Nando,,
"Bayntun, Henry William","Bayntun, Henry William",Henry,William,Bayntun,,
Helton Samo Cunha,Helton Samo Cunha,Helton,Samo,Cunha,,
"Dorda, Abuzed Omar","Dorda, Abuzed Omar",Abuzed,Omar,Dorda,,
"Samatar, Muse Dude","Samatar, Muse Dude",Muse,Dude,Samatar,,
Hemed Mohammed Hemed,Hemed Mohammed Hemed,Hemed,Mohammed,Hemed,,
Ama Sefa Yeboah,Ama Sefa Yeboah,Ama,Sefa,Yeboah,,
Khalida Rashid Khan,Khalida Rashid Khan,Khalida,Rashid,Khan,,
"Edozien, Joseph Chike","Edozien, Joseph Chike",Joseph,Chike,Edozien,,
Louis Lansana Beavogui,Louis Lansana Beavogui,Louis,Lansana,Beavogui,,
Alamin Mohammed Seid,Alamin Mohammed Seid,Alamin,Mohammed,Seid,,
"Warner, Bennie Dee","Warner, Bennie Dee",Bennie,Dee,Warner,,
"Mariam, Mahisente Habte","Mariam, Mahisente Habte",Mahisente,Habte,Mariam,,
Habib Ben Yahia,Habib Ben Yahia,Habib,Ben,Yahia,,
Buka Suka Dimka,Buka Suka Dimka,Buka,Suka,Dimka,,
"Tuweni, Kamilya Mohammedi","Tuweni, Kamilya Mohammedi",Kamilya,Mohammedi,Tuweni,,
Charles N Keenja,Charles N Keenja,Charles,N,Keenja,,
"Khatib, Muhammed Seif","Khatib, Muhammed Seif",Muhammed,Seif,Khatib,,
"Ameir, Kheri Khatib","Ameir, Kheri Khatib",Kheri,Khatib,Ameir,,
"Odametey, Charles Addo","Odametey, Charles Addo",Charles,Addo,Odametey,,
"Hidig, Abdirashid Mohamed","Hidig, Abdirashid Mohamed",Abdirashid,Mohamed,Hidig,,
Cecilia Gyan Amoah,Cecilia Gyan Amoah,Cecilia,Gyan,Amoah,,
"Chuka, Stefano Okaka","Chuka, Stefano Okaka",Stefano,Okaka,Chuka,,
"Khalfan, Salim Abdallah","Khalfan, Salim Abdallah",Salim,Abdallah,Khalfan,,
"Kayombo, Gaudence Cassian","Kayombo, Gaudence Cassian",Gaudence,Cassian,Kayombo,,
Batilda Salha Burian,Batilda Salha Burian,Batilda,Salha,Burian,,
"Kitole, Haji Mussa","Kitole, Haji Mussa",Haji,Mussa,Kitole,,
"Ali, Amina Said","Ali, Amina Said",Amina,Said,Ali,,
"Odinga, Jaramogi Oginga","Odinga, Jaramogi Oginga",Jaramogi,Oginga,Odinga,,
Faysal Ben Ahmed,Faysal Ben Ahmed,Faysal,Ben,Ahmed,,
Mohammed Bah Abba,Mohammed Bah Abba,Mohammed,Bah,Abba,,
"Hashi, Mohamed Abdi","Hashi, Mohamed Abdi",Mohamed,Abdi,Hashi,,
Botan Ise Alin,Botan Ise Alin,Botan,Ise,Alin,,
"Mayaki, Ibrahim Hassane","Mayaki, Ibrahim Hassane",Ibrahim,Hassane,Mayaki,,
Maria Ibeshi Hewa,Maria Ibeshi Hewa,Maria,Ibeshi,Hewa,,
Zainab Amir Gama,Zainab Amir Gama,Zainab,Amir,Gama,,
"Chipande, Alberto Joaquim","Chipande, Alberto Joaquim",Alberto,Joaquim,Chipande,,
"Khamis, Salim Hemed","Khamis, Salim Hemed",Salim,Hemed,Khamis,,
Anton Wilhelm Amo,Anton Wilhelm Amo,Anton,Wilhelm,Amo,,
"Sabodo, Mustafa Jaffer","Sabodo, Mustafa Jaffer",Mustafa,Jaffer,Sabodo,,
"Alo, E B","Alo, E B",E,B,Alo,,
"Katsonga, Davis","Katsonga, Davis",Davis,,Katsonga,,
Ben Dhifallah,Ben Dhifallah,Ben,,Dhifallah,,
"Addy, Obo","Addy, Obo",Obo,,Addy,,
George Borba,George Borba,George,,Borba,,
Joaquim Gomes,Joaquim Gomes,Joaquim,,Gomes,,
Tavio Amorin,Tavio Amorin,Tavio,,Amorin,,
"Sanga, Imani","Sanga, Imani",Imani,,Sanga,,
Shanyurai Majange,Shanyurai Majange,Shanyurai,,Majange,,
"Ibrahim, Fouad","Ibrahim, Fouad",Fouad,,Ibrahim,,
"Salema, Anziza","Salema, Anziza",Anziza,,Salema,,
"Otieno, Francis","Otieno, Francis",Francis,,Otieno,,
Mohammed Muyei,Mohammed Muyei,Mohammed,,Muyei,,
"Uti, Sunday","Uti, Sunday",Sunday,,Uti,,
Samuel Maharero,Samuel Maharero,Samuel,,Maharero,,
Benjamin Kibebe,Benjamin Kibebe,Benjamin,,Kibebe,,
"Mbangwa, Mpumelelo","Mbangwa, Mpumelelo",Mpumelelo,,Mbangwa,,
"Karg, Morne","Karg, Morne",Morne,,Karg,,
Bisoye Tejuoso,Bisoye Tejuoso,Bisoye,,Tejuoso,,
"Maduka, John","Maduka, John",John,,Maduka,,
"Cheapoo, Chea","Cheapoo, Chea",Chea,,Cheapoo,,
"Girone, Remo","Girone, Remo",Remo,,Girone,,
Liya Kebede,Liya Kebede,Liya,,Kebede,,
"Burger, Sarel","Burger, Sarel",Sarel,,Burger,,
Shawn Gericke,Shawn Gericke,Shawn,,Gericke,,
"Ouma, Kassim","Ouma, Kassim",Kassim,,Ouma,,
Sara Gizaw,Sara Gizaw,Sara,,Gizaw,,
"Tesfaw, Adamu","Tesfaw, Adamu",Adamu,,Tesfaw,,
Richard Leakey,Richard Leakey,Richard,,Leakey,,
"Gnonka, Liade","Gnonka, Liade",Liade,,Gnonka,,
Ibrahim Idris,Ibrahim Idris,Ibrahim,,Idris,,
"Obiku, Michael","Obiku, Michael",Michael,,Obiku,,
"Morello, Tom","Morello, Tom",Tom,,Morello,,
Kuku Sebsebe,Kuku Sebsebe,Kuku,,Sebsebe,,
"Wube, Tiruwork","Wube, Tiruwork",Tiruwork,,Wube,,
Yibeltal Admassu,Yibeltal Admassu,Yibeltal,,Admassu,,
