original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Jones, V M","Jones,V M",V,,Jones,,M
"Dlamini, Jameson Mbilini","Dlamini,, Jameson Mbilini",Jameson,Mbilini,"Dlamini,",,
J E A Wey,J EA Wey,J,EA,Wey,,
"Onu, Sylvester Umaru","Onu, SyKlvester Umaru",Sy,Klvester Umaru,Onu,,
"Deerow, Abdallah Isaaq","Deerow, AbdaIllah Isaaq",Abda,Illah Isaaq,Deerow,,
Khalida Rashid Khan,Khalida Rashid.Khan,Khalida,Rashid,.Khan,,
Charles N Keenja,Charles NKeenja,NKeenja,,Charles,,
"Ameir, Kheri Khatib",Ameir. Kheri Khatib,Ameir.,Kheri,Khatib,,
"Daar, Aden Abdullah Osman","Daar, Aden AbdullahOsman",Aden,AbdullahOs,Daar,,man
"Chuka, Stefano Okaka",Chuka Stefano Okaka,Chuka,Stefano,Okaka,,
Anthony Snoti Laffor,Anthony Snoti.Laffor,Anthony,Snoti.,Laffor,,
"Goje, Mohammed Danjuma","Goje,,Mohammed Danjuma",Mohammed,Danjuma,"Goje,",,
"Animashaun, Mustapha Adamu","AnimaKshaun, Mustapha Adamu",Mustapha,Adamu,AnimaKshau,,
"Alo, E B","Alo,.E B",.E,B,Alo,,
Ben Dhifallah,Ben.Dhifallah,Ben.,,Dhifallah,,
Joaquim Gomes,"Joaquim ,Gomes",Gomes,,Joaquim ,,
"Kamaphitha, Uzibhebhu",Kamaphitha Uzibhebhu,Kamaphitha,,Uzibhebhu,,
Shanyurai Majange,"Shanyurai,Majange",Majange,,Shanyurai,,
"Bencherif, Hamza","Bencherif,, Hamza",Hamza,,"Bencherif,",,
Samuel Maharero,Samuel MahaArero,Samuel,Maha,Arero,,
"Mbangwa, Mpumelelo",Mbangwa. Mpumelelo,Mbangwa.,,Mpumelelo,,
Muumin Aadan,sMuumin Aadan,Aadan,,sMuumin,,
"Bungei, Wilfred",Bungei  Wilfred,Bungei,,Wilfred,,
Yibeltal Admassu,YibelQtal Admassu,Yibel,Qtal,Admassu,,
"Modo, Ben","Modo,,Ben",Ben,,"Modo,",,
"Mwakwere, Ali","Mwakwere,.Ali",.Ali,,Mwakwere,,
Djamel Abdoun,"Djamel,Abdoun",Abdoun,,Djamel,,
Souleymane Youla,CSouleymane Youla,CSouleyman,e,Youla,,
Maurice Tadajeu,Maurice TadCajeu,Maurice,Tad,Cajeu,,
"Moumban, Karim","Moumban,, Karim",Karim,,"Moumban,",,
"Munyaneza, Henri",Munyaneza Henri,Munyaneza,,Henri,,
Mbulaeni Mulaudzi,"Mbulaeni,Mulaudzi",Mulaudzi,,Mbulaeni,,
Choice Aisien,Choic3e Aisien,Aisien,,Choic3e,,
"Diori, Hamani","Diori,,Hamani",Hamani,,"Diori,",,
Hakainde Hichilema,Hakainde HichileMma,Hakainde,Hichile,Mma,,
Marguerite Barankitse,Marg5uerite Barankitse,Marg5uerit,e,Barankitse,,
"Selassie, Wolde","Selassie,.Wolde",.Wolde,,Selassie,,
"Keshi, Stephen",Keshi Stephen,Keshi,,Stephen,,
Edmund Morris,"Edmund,Morris",Morris,,Edmund,,
"Diamoutene, Souleymane","Deiamoutene, Souleymane",",",Souleymane,Deiamouten,,
Thomas Nimely,Thmas Nimely,Nimely,,Thmas,,
Kenyan British,Kenyan  British,British,,Kenyan,,
"Ekpe, Simeon","Ekpe, STimeon",S,Timeon,Ekpe,,
Okoth Origi,Okoth.Origi,Okoth.,,Origi,,
"Lacarne, Belaid",Lacarne. Belaid,Lacarne.,,Belaid,,
"Owu, George","Owu,, George",George,,"Owu,",,
"Kitamirike, Joel",Kitamirike  Joel,Kitamirike,,Joel,,
"Yahia, Alaeddine","Yahia,.Alaeddine",.Alaeddine,,Yahia,,
Osei Kofi Tutu I,Osei Kofi utu I,Osei,Kofi utu,I,,
Mikel John OBI,Mikel  John OBI,Mikel,John,OBI,,
