original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
George Rostrevor Hamilton,George RostrevorHamilton,George,Rostrevor,Hamilton,,
E M Grace,E M GRace,E,M,Grace,,
"Lethbridge, Thomas Charles","Lethbridge, ThomasCharles",Thomas,Charles,Lethbridge,,
"Westwood, John Obadiah","Westwood, Johj Obadiah",John,Obadiah,Westwood,,
Harry Marshall Ward,HarryMarshall Ward,Harry,Marshall,Ward,,
"Cook, Paul Anthony","Cook, Paul An5hony",Paul,Anthony,Cook,,
Edward Henry Trotter,Edyward Henry Trotter,Edward,Henry,Trotter,,
"Bush, Stephen J","Bush, StepheM J",Stephen,J,Bush,,
Henry William Bunbury,Henry William BunbGury,Henry,William,Bunbury,,
"Waterhouse, John William","Waterhouse,.John William",John,William,Waterhouse,,
"Walter, Alan Fitz","Walter,.Alan Fitz",Alan,Fitz,Walter,,
James B Francis,James  B Francis,James,B,Francis,,
"Hudson, Robert William","Hudson,Robert William",Robert,William,Hudson,,
"Strong, Samuel Henry","StrPong, Samuel Henry",Samuel,Henry,Strong,,
"Hills, Richard L","Hills, Richad L",Richard,L,Hills,,
Ben T Russell,Ben T Russekll,Ben,T,Russell,,
"Santmyer, Helen Hooven","Santmyer, Hlen Hooven",Helen,Hooven,Santmyer,,
John E Owens,Joh E Owens,John,E,Owens,,
B V Bowden,B V Bwden,B,V,Bowden,,
"Bronson, James H","Bronson,James H",James,H,Bronson,,
Little Jack Little,Little.Jack Little,Little,Jack,Little,,
"Tuke, James Hack","Tuke, JamesHack",James,Hack,Tuke,,
"Nation, Carrie A","gNation, Carrie A",Carrie,A,Nation,,
"Taylor, John Mark","Taylor, Joh Mark",John,Mark,Taylor,,
James Henry Monk,JamesHenry Monk,James,Henry,Monk,,
J Bruce Ismay,J BruceIsmay,J,Bruce,Ismay,,
Anthony Clarke Booth,Anthony Clarvke Booth,Anthony,Clarke,Booth,,
"Studios, Little Tardis","Studios, Little TarLdis",Little,Tardis,Studios,,
"Annan, Daniel Francis","Annan, Daniel Fr2ncis",Daniel,Francis,Annan,,
George H Bryan,George H  Bryan,George,H,Bryan,,
"Wigington, Clarence W","Wigington,, Clarence W",Clarence,W,Wigington,,
"Shahbazi, Alireza Shapour","GShahbazi, Alireza Shapour",Alireza,Shapour,Shahbazi,,
William Crawford Williamson,WillYam Crawford Williamson,William,Crawford,Williamson,,
"Esmond, Henry V","EsmoFnd, Henry V",Henry,V,Esmond,,
Thomas Walter Jennings,Thomas  Walter Jennings,Thomas,Walter,Jennings,,
"Dunning, Charles Avery","Dunn ng, Charles Avery",Charles,Avery,Dunning,,
C H Douglas,C  H Douglas,C,H,Douglas,,
William Gifford Palgrave,WilliamGifford Palgrave,William,Gifford,Palgrave,,
"Oglesby, Richard James","Oglesby, Richard  James",Richard,James,Oglesby,,
"Stoner, Edmund Clifton","Stoner, EdmundClifton",Edmund,Clifton,Stoner,,
"Simms, George Otto","Simms, George ,Otto",George,Otto,Simms,,
Moses A Hopkins,Moses A Hpkins,Moses,A,Hopkins,,
"Pillay, Gerald J","Pillay,, Gerald J",Gerald,J,Pillay,,
John Silkin,JohnSilkin,John,,Silkin,,
Duncan Mclaren,DuncanMclaren,Duncan,,Mclaren,,
"Newbon, Gary","NewbLon, Gary",Gary,,Newbon,,
Brian Greene,BriaH Greene,Brian,,Greene,,
Alfred Waud,AlfredWaud,Alfred,,Waud,,
"David, Dharshini","David,, Dharshini",Dharshini,,David,,
George Ault,GeorgeAult,George,,Ault,,
Richard Jugge,Richard hJugge,Richard,,Jugge,,
"Sinden, Jeremy","Sinden,Jeremy",Jeremy,,Sinden,,
Frederick Cavendish,Frederick  Cavendish,Frederick,,Cavendish,,
"Carey, Archibald","Care7, Archibald",Archibald,,Carey,,
