original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
John Ssebaana Kizito,John Sebaana Kizito,John,Sebawana,Kizito,,
"Jones, V M","Jones,V M",V,,Jones,,MD
Hama Amirou Ly,Hma Amirou Ly,Hema,Amirou,Ly,,
"Nascimento, Lopo Do","Nascimento, Lopo Djo",Loo,Djo,Nascimento,,
Ras Mengesha Yohannes,Ras Mngesha Yohannes,Rasa,Mangesha,Yohantes,,
Martha Sandolo Belleh,MTartha Sandolo Belleh,Tartha,Sandolo,Belleh,,
"Akandu, Lawrence Chimezie","Akandu, Lawrence Chiezie",Lawrence,Chinzie,Akandu,,
Darge Sahle Selassie,Darge Sahle Sepassie,Darge,Sahle,Sepassier,,
Fred Kwasi Apaloo,Frd Kwasi Apaloo,Fr,Kasi,Apaloo,,
"Chaurembo, Ania Said","Chaurembo, Ania Sa2d",Anita,Sand,Chaurembo,,
Mathias Meinrad Chikawe,rMathias Meinrad Chikawe,Mathinas,Meinad,Chikawe,,
"Yahia, Wissem Ben","Yahia, Wisem Ben",Wisem,Ben,Yahia,,
Aziza Sleyum Ally,Aziza Sl8eyum Ally,Aziza,Sileyum,Ally,,
"Barque, Barry Moussa","Barque, Bary Moussa",Bary,Moussa,Barque,,
"Dada, Idi Amin","Dad, Idi Amin",Idi,Amin,Dad,,
Hilary R W Johnson,Hilary Ru W Johnson,Hilary,Ru W,Johnson,,
Asha Haji Elmi,Asa Haji Elmi,Asa,Hajmi,Elmi,,
"Dlamini, Jameson Mbilini","Dlamini,, Jameson Mbilini",Jameson,Mubilini,Dlaminik,,
"Nouira, Hedi Amara","Nouira, Hedi ATara",Hedi,Aaraa,Nounira,,
F Abiola Irele,F Abiopa Irele,F,Abipa,Ireele,,
"Achour, Selim Ben","Achour, SelGim Ben",Selin,Ben,Achour,,
J E A Wey,J EA Wey,J,Ea,Wey,,
"Dodge, Ralph Edward","DodgD, Ralph Edward",Ralph,Edward,Dodg,,
John Kodwo Amissah,John Kodwo Aissah,John,Kodwo,Aissah,,
"Ezeh, Alphonsus Azuogu","Ezdh, Alphonsus Azuogu",Alphonsus,Azuunu,Ezzhi,,
Abubakar Tafawa Balewa,Abubaka Tafawa Balewa,Abubaka,Tagawa,Balewa,,
"Mbongo, Mbedi A","Mbongo, MbPdi A",Medi,A,Mbongo,,
Amadou Tidiane Tall,Amadou TidianPe Tall,Tidiane,Tall,Amadou,,
"Seko, Mobutu Sese","Sek, Mobutu Sese",Mobutu,Sese,Sek,,
Fernando Neves Nando,Fernando Nevew Nando,Fernando,Neve,Nando,,
"Bayntun, Henry William","Bayntun, QHenry William",Qenry,William,Bayntun,,
Helton Samo Cunha,Helton Sao Cunha,Helton,Sao,Cunha,,
"Dorda, Abuzed Omar","Dord, Abuzed Omar",Abuzed,Omar,Dord,,
"Samatar, Muse Dude","Samatar, Muse Dudte",Mushe,Dudte,Samatar,,
Hemed Mohammed Hemed,Hemmed Mohammed Hemed,Hemmed,Mohammed,Hemed,,
Ama Sefa Yeboah,Aa Sefa Yeboah,Aa,Sefa,Yeboah,,
"Deerow, Abdallah Isaaq","Deerow, AbdaIllah Isaaq",Abda,Illah Isaak,Derow,,
Maua Abeid Daftari,Maua Mbeid Daftari,Mara,Muddi,Daftari,,
"Toivo, Andimba Toivo Ya","Toivo,Andimba Toivo Ya",Andicba,Toivo Ya,Toivo,,
Louis Lansana Beavogui,Louis Lansana eavogui,Louis,Lansana,Eavoguie,,
"Khamis, Mwajuma Hassan","Khamis, Mwaquma Hassan",Maquma,Hassan,Khamis,,
Gosbert Begumisa Blandes,Gosbert Begumisa Blandels,Gosbert,Begotisa,Blandels,,
"Mariam, Mahisente Habte","Mariam, Mahisente Habt",Mahisente,Habt,Mariam,,
"Massaoued, Amir Hadj","Massaoued, Amir HadAj",Amir,Had,Massaoeued,,
Buka Suka Dimka,Buka SuXa Dimka,Buka,Suha,Dimka,,
"Tuweni, Kamilya Mohammedi","Tuweni, Kamilya Mohammed",Kamilya,Mohammed,Tuweni,,
Charles N Keenja,Charles NKeenja,Charles,,Keenja,,
"Khatib, Muhammed Seif","Khatib, Muhammed Seijf",Muhammed,Sei,Khatib,,
George Mutandwa Chiweshe,George Mutandwa Chiwehe,George,Mutanda,Chiwehe,,
"Ameir, Kheri Khatib",Ameir. Kheri Khatib,Amerir,Kheri,Khatib,,
Theophilus Adeleke Akinyele,Theophilus Adelee Akinyele,Theobhilus,Adelee,Akinyele,,
Valery Twite Nahayo,Valery Twite Nahay,Valery,Twite,Nahay,,
"Hidig, Abdirashid Mohamed","Hidig, Abdirashid Moham5ed",Abdirashid,Mohammed,Hidig,,
Mohammed Aliyu Datti,Mohammed Aliyu Dtti,Mohammed,Aliyu,Detti,,
"Diallo, Anthony Mwandu","Diallo, Anghony Mwandu",Anghony,Mandu,Diallo,,
Mbah Ndam Joseph Njang,Mbah  Ndam Joseph Njang,Mbah,Nam Josepp,Najang,,
"Daar, Aden Abdullah Osman","Daar, Aden AbdullahOsman",Aden,Abdulllaha,Daar,,PhD
"At-Talhi, Jadallah Azzuz","At-Talhi, Jadallah  Azzuz",Jadallah,Azzz,Attalhi,,
Muhammad Shamte Hamadi,Muhammad Shamte amadi,Muhammad,Shamte,Amadi,,
"Chuka, Stefano Okaka",Chuka Stefano Okaka,Chuka,Stefano,Okaka,,
Adetona Gabriel Balogun,Adetona Gariel Balogun,Adetona,Gariel,Balogui,,
"Salami, Adigun Taofeek","alami, Adigun Taofeek",Adigun,Taoreek,Alami,,
