original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Fujiwara No Nakamaro,Fujiwara No Nakamaro,No,Nakamaro,Fujiwara,,
"Patel, H M","Patel, H M",H,,Patel,,M
V K Krishna Menon,V K Krishna Menon,K,Krishna Menon,V,,
Pang Jiaying,Pang Jiaying,Jiaying,,Pang,,
"Du Rowa, Gateau","Du Rowa, Gateau","Rowa,",,Gateau,Du,
Keel Lorentz,Keel Lorentz,Lorentz,,Keel,,
Hughes Eng,Hughes Eng,Eng,,Hughes,,
"Ji, Liang","Ji, Liang","Ji,",,Liang,,
Ashikaga Tadayoshi,Ashikaga Tadayoshi,Tadayoshi,,Ashikaga,,
Lin Ying,Lin Ying,Ying,,Lin,,
Kulothunga Chola I,Kulothunga Chola I,Kulothunga,Chola,I,,
Wakanohana Kanji II,Wakanohana Kanji II,Waka,nohana,Kanji,,II
Mihira Bhoja I,Mihira Bhoja I,Mihira,Bhoja,I,,
Raja Raja Chola I,Raja Raja Chola I,Raja,Raja Chola,I,,
