original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Acton, Charles Januarius","Acton, Charles Januarius",Charles,Janaarius,Acton,,
G D'Arcy Boulton,G D'Arcy Boulton,G,Donre,Boulton,,
"Fox-Davies, Arthur Charles","Fox-Davies, Arthur Charles",Arthur,Charles,Fovkavves,,
"Santmyer, Helen Hooven","Santmyer, Helen Hooven",Helen,Hooven,Santyyer,,
James Clark Mcreynolds,James Clark Mcreynolds,James,Clark,Mcrennolds,,
Elizabeth Jennings Graham,Elizabeth Jennings Graham,Elizabeth,Jenningo,Graham,,
Eldridge Cleaver,Eldridge Cleaver,Eldridee,,Cleaver,,
Falconer Madan,Falconer Madan,Madan,,Falconer,,
"Brereton, William","Brereton, William",William,,Brertton,,
Tony Di Bart,Tony Di Bart,Tony,Di,Bart,,
Thomas Tresham I,Thomas Tresham I,Thomas,Tresham,I,,
Thomas Assheton Smith I,Thomas Assheton Smith I,Thomas,Ashheton Smith,I,,
Aubrey De Vere III,Aubrey De Vere III,Aubrey,De,Vere,,III
