original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Ajnala, Rattan Singh","Ajnala, Rattan Singh",Rattan,Singh,Anala,,
Fujiwara No Toshihito,Fujiwara No Toshihito,Fujiwara,No,Toshinito,,
"Swee, Goh Keng","Swee, Goh Keng",Goh,Keng,See,,
"Gupta, N C Sen","Gupta, N C Sen",N,C San,Gupta,,
"Tso, Yee Jee","Tso, Yee Jee",Ye,Jee,Tso,,
John Alexander Low Waddell,John Alexander Low Waddell,John,Alexander Lo,Waddell,,
"Khan, Azmi Maulana Obaidullah","Khan, Azmi Maulana Obaidullah",Azmi,Maulana Obbidullak,Khan,,
"American, Punjabi Mexican","American, Punjabi Mexican",Punjabi,Mexicana,American,,
Fujiwara No Nakamaro,Fujiwara No Nakamaro,No,Nakamaro,Fujiwara,,
"Kong, Wah Kau","Kong, Wah Kau",Wah,Ka,Kong,,
Amolak Rathan Kohli,Amolak Rathan Kohli,Amolak,Rathana,Kohli,,
Tonse Madhav Ananth Pai,Tonse Madhav Ananth Pai,Tonse,Madhav Ananta,Pai,,
Abhinn Shyam Gupta,Abhinn Shyam Gupta,Abhina,Shyam,Gupta,,
Ma Mon Luk,Ma Mon Luk,Mat,Mon,Lu,,
Liu Kai Chi,Liu Kai Chi,Liuh,Kai,Chi,,
Oh Man Seok,Oh Man Seok,O,Man,Seok,,
"Chan, Ngeow Sze","Chan, Ngeow Sze",Ngeo,Sze,Chan,,
Vishnu Sakharam Khandekar,Vishnu Sakharam Khandekar,Vishnu,Sakhaaam,Khandekar,,
Tsutsui Jomyo Meishu,Tsutsui Jomyo Meishu,Tsutsi,Jomyo,Meishu,,
"Naiker, D K","Naiker, D K",D,K,Naker,,
Brij Lal Varma,Brij Lal Varma,Bri,Lal,Varma,,
"Patel, H M","Patel, H M",H,,Patel,,MD
V K Krishna Menon,V K Krishna Menon,K,Krisha Mennn,V,,
Jong Won Park,Jong Won Park,Jong,Wo,Park,,
"Basheer, Vaikom Muhammad","Basheer, Vaikom Muhammad",Vaiko,Muhammad,Basheer,,
Bhai Taru Singh,Bhai Taru Singh,Bhai,Tar,Singh,,
"Rao, Akkineni Nageswara","Rao, Akkineni Nageswara",Akkineni,Nagaswara,Rao,,
Qin Er Shi,Qin Er Shi,Qin,Eru,Shi,,
"Ki, Chan Siu","Ki, Chan Siu",Chan,Si,Ki,,
"Chuen, Tsang Lap","Chuen, Tsang Lap",Tang,Lap,Chuen,,
Ji Mingyi,Ji Mingyi,Ji,,Mingi,,
Frederic Thesiger,Frederic Thesiger,Frederick,,Thesiger,,
Song Zheyuan,Song Zheyuan,Song,,Zheyan,,
Eiji Iwamoto,Eiji Iwamoto,Eli,,Iwamoto,,
"Srivastav, Raju","Srivastav, Raju",Raju,,Srivastava,,
Chen Jieru,Chen Jieru,Chen,,Jiru,,
Tiruppur Kumaran,Tiruppur Kumaran,Tiruppure,,Kumaran,,
"Peshwe, Moropant","Peshwe, Moropant",Moropant,,Peshe,,
Pohl Trial,Pohl Trial,Poh,,Trial,,
Pang Jiaying,Pang Jiaying,Jiaying,,Pang,,
Bobby Deol,Bobby Deol,Bobby,,Del,,
Liu Chuyu,Liu Chuyu,Liu,,Chyu,,
"Du Rowa, Gateau","Du Rowa, Gateau",Rowa,,Gateau,Dr,
Gong Lijiao,Gong Lijiao,Gong,,Lijio,,
Sun Xiu,Sun Xiu,Su,,Xiu,,
Keel Lorentz,Keel Lorentz,Lorent,,Keel,,
Hughes Eng,Hughes Eng,Eng,,Hughes,,
"Ji, Liang","Ji, Liang",Jim,,Liang,,
Ashikaga Tadayoshi,Ashikaga Tadayoshi,Tadayoshi,,Ashikaga,,
Telugu Talli,Telugu Talli,Telugu,,Tallia,,
"Kadphises, Kujula","Kadphises, Kujula",Kujula,,Kadaphises,,
Lin Ying,Lin Ying,Ying,,Lin,,
"Hui, Shi","Hui, Shi",Shi,,Hu,,
Kulothunga Chola I,Kulothunga Chola I,Kulothunga,Chola,I,,
Maharaja Sayajirao Gaekwad III,Maharaja Sayajirao Gaekwad III,Maharaja,Sayajiron,Gaekwad,,III
Veera Ballala I,Veera Ballala I,Veera,,Ballala,,II
Wakanohana Kanji II,Wakanohana Kanji II,Waka,Nohana,Kanji,,II
Mihira Bhoja I,Mihira Bhoja I,Mihira,Bhoja,I,,
Rajendra Chola II,Rajendra Chola II,Rajendra,,Chol,,II
Raja Raja Chola I,Raja Raja Chola I,Raja,Raja Choli,I,,
