original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Fujiwara No Atsutada,Fujiwara N Atsutada,Fudiyara,N,Atsutada,,
"Bali, Rai Umanath","Bali, Rai CUmanath",Rai,Camanath,Bali,,
E A Smythies,"E,A Smythies",Em,,Smothies,,
"Lan, Cheung Tak","Lqn, Cheung Tak",Cheung,Tak,Lin,,
Mir Khasim Ali,Mir KhasimAli,Khasim,,Ali,Sir,
"Joshi, B C","Joshi,  B C",B,,Joshi,,
"Sirohi, Giri Raj Singh","Siroh, Giri Raj Singh",Giri,Raj Singh,Siroh,,
George W Hunter,George W Bunter,George,W,Bunter,,
"Nakafumi, Fujiwara No","Nakafumi, Fujiwaea No",Fujiwasa,No,Nakarumi,,
J P Dutta,JP Dutta,J,,Dutta,,
"Ajnala, Rattan Singh","Ajnalva, Rattan Singh",Rattan,Singh,Ajnalva,,
"Sharma, Som Nath","Sharma, om Nath",Om,Nath,Sharma,,
Fujiwara No Toshihito,Fujiwar No Toshihito,Fujiar,No,Toshimito,,
"Vacuum, Red Bacteria","Vacuum, Red 5acteria",Red,Facterina,Vacum,,
S K Pottekkatt,S  K Pottekkatt,S,K,Pottekatt,,
"Swee, Goh Keng",Swee  Goh Keng,Sween,Goh,Keng,,
Haing S Ngor,Haing SNgor,Haing,,Segor,,
"Deora, Milind Murli",Deora Milind Murli,Debora,Milind,Murlin,,
"Gupta, N C Sen","Gupta,  N C Sen",N,C,Gupta,,Snr
"Tso, Yee Jee","Tso, Yee Jed",Yee,Jed,Tso,,
"Khan, Azmi Maulana Obaidullah","Khan, Azmi Maulanal Obaidullah",Azmi,Maulanal Obaidrulah,Khan,,
"Yoshitsuna, Minamoto No","Yoshitsuna, MiPnamoto No",Mi,Pnaaoto No,Yoshitsuna,,
Bhakti Vaibhava Puri Maharaj,Bhakti Vaibhava PuriMaharaj,Bhakti,Vaibhala Puri,Maharaj,,
Lai Chee Ying,Lai Chee Ning,Lai,Chee,Ning,,
"Cheuk, Poon Yiu","Cheuk, Poon YAu",Poon,Au,Cheuk,,
Taira No Noritsune,Taira  No Noritsune,Taira,No,Noritsun,,
"American, Punjabi Mexican","American, Punjabi exican",Punjabi,Elican,American,,
Fujiwara No Nakamaro,Fu7jiwara No Nakamaro,Fuujiwara,No,Nakamaro,,
