original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
Luis Ignacio Quinteros,Luis  Ignacio Quinteros,Luis,Ignacio,Quinteros,,
Rui Gil Moniz,Rui Gil Moniz,Rui,Gil,Moniz,,
"Franco, Valdomiro Vaz","Franco, Valdomir8o Vaz",Valdomiro,Vaz,Franco,,
Daniel Silva Dos Santos,Daniel Silva Dos Ssntos,Daniel,Silva Dos,Santos,,
"Peirano, Miguel Gustavo","Peirano,Miguel Gustavo",Miguel,Gustavo,Peirano,,
Ana Carolina Reston,nAna Carolina Reston,Ana,Carolina,Reston,,
"Owobokiri, Richard Daddy","Owobokiri, Richrd Daddy",Richard,Daddy,Owobokiri,,
"Witte, Jean Carlo","Witte,, Jean Carlo",Jean,Carlo,Witte,,
Columbano Bordalo Pinheiro,Columbano Bordalo  Pinheiro,Columbano,Bordalo,Pinheiro,,
"Amaral, Tarsila Do","Amaral, 3Tarsila Do",Tarsila,Do,Amaral,,
Ricardo Bruni Marx,Ricardo.Bruni Marx,Ricardo,Bruni,Marx,,
"Ledesma, Cristian Rolando","Ledesma,Cristian Rolando",Cristian,Rolando,Ledesma,,
"Williams, Michael J","Williams, Michwael J",Michael,J,Williams,,
"Sodre, Pierre Veiga","Sodre,.Pierre Veiga",Pierre,Veiga,Sodre,,
Ellen Gracie Northfleet,EllenGracie Northfleet,Ellen,Gracie,Northfleet,,
Juan Manuel Barrientos,uJuan Manuel Barrientos,Juan,Manuel,Barrientos,,
Ruan Felipe Vianna Ferreira,rRuan Felipe Vianna Ferreira,Ruan,Felipe Vianna,Ferreira,,
"Santos, Cleberson Souza","Santos, Cleberson  Souza",Cleberson,Souza,Santos,,
"Pleite, Willy Meyer","Pleite, WilLy Meyer",Willy,Meyer,Pleite,,
Mary Astor,Mary  Astor,Mary,,Astor,,
Rodrigo Flores,Rodrigo Flres,Rodrigo,,Flores,,
Artur Santos,Artur  Santos,Artur,,Santos,,
Esther Vilar,Esth3r Vilar,Esther,,Vilar,,
"Coelho, Paulo","Coe1lho, Paulo",Paulo,,Coelho,,
Mike Tyson,Mike.Tyson,Mike,,Tyson,,
Segundo Castillo,Segundo Castkllo,Segundo,,Castillo,,
"Chabala, David","Chabala, Da,vid",David,,Chabala,,
"Migliore, Pablo",Migliore Pablo,Pablo,,Migliore,,
Brenda Hughes,Brenda qHughes,Brenda,,Hughes,,
"Varsavsky, Martin","Varsavsky,,Martin",Martin,,Varsavsky,,
Otavio Juliano,Otavio Julian5o,Otavio,,Juliano,,
Paulo Duarte,Paulo DuarXte,Paulo,,Duarte,,
"Mendes, Elvira","Mendes,  Elvira",Elvira,,Mendes,,
"Vega, Makenzie","Vega,Makenzie",Makenzie,,Vega,,
Fernanda Montenegro,Fernanda  Montenegro,Fernanda,,Montenegro,,
Ricardo Villa,"Ricardo Vi,lla",Ricardo,,Villa,,
Oscar Torlacoff,Oscar  Torlacoff,Oscar,,Torlacoff,,
"Feofiloff, Paulo","FeofilofSf, Paulo",Paulo,,Feofiloff,,
"Cruz, Joaquim","Cruz,Joaquim",Joaquim,,Cruz,,
"Dookeran, Winston","Dook3ran, Winston",Winston,,Dookeran,,
Arnaldo Coelho,ArnaldoCoelho,Arnaldo,,Coelho,,
Patricio Urrutia,Patrcio Urrutia,Patricio,,Urrutia,,
"Burgos, Roxana","Burgos,  Roxana",Roxana,,Burgos,,
Marisa Monte,Ma4isa Monte,Marisa,,Monte,,
Luis Scola,Luis 8Scola,Luis,,Scola,,
"Nunes, Vasco","Nunes,, Vasco",Vasco,,Nunes,,
"Torres, Dilson","ToLrres, Dilson",Dilson,,Torres,,
"Aydar, Mariana","Aydar,Mariana",Mariana,,Aydar,,
"Marinello, Beatriz","MariKnello, Beatriz",Beatriz,,Marinello,,
"Estrada, Emilio","Estrada,,Emilio",Emilio,,Estrada,,
Patricia Janiot,Patricia  Janiot,Patricia,,Janiot,,
"Calomino, Pedro","Calomino,Pedro",Pedro,,Calomino,,
Colin Rivas,ColinRivas,Colin,,Rivas,,
George Forsyth,George ForsytZh,George,,Forsyth,,
"Buyo, Francisco","Buyo,Francisco",Francisco,,Buyo,,
Carlos Soublette,Carlos.Soublette,Carlos,,Soublette,,
Adi Rocha,Adi.Rocha,Adi,,Rocha,,
"Millar, Rodrigo","Millar,,Rodrigo",Rodrigo,,Millar,,
"Preussler, Roxana","Preussler, gRoxana",Roxana,,Preussler,,
Marcelo Branco,Marcelo  Branco,Marcelo,,Branco,,
Roland Blanco,Roland  Blanco,Roland,,Blanco,,
Gustavo Dezotti,Gustavo  Dezotti,Gustavo,,Dezotti,,
"Barros, Leila","Barros, LeiEla",Leila,,Barros,,
Krista Allen,Krista  Allen,Krista,,Allen,,
Cristiano Passos,Cristiano mPassos,Cristiano,,Passos,,
"Carey, Mariah","Carey,,Mariah",Mariah,,Carey,,
"Serna, Mauricio","Serna,.Mauricio",Mauricio,,Serna,,
"Bozano, Julio","Bozano,  Julio",Julio,,Bozano,,
"Dimenstein, Gilberto","Dimenstein, fGilberto",Gilberto,,Dimenstein,,
Diego Almagro II,Diego Almagro I,Diego,,Almagro,,II
Juan Manuel Fangio II,Juan Manuel  Fangio II,Juan,Manuel,Fangio,,II
