original,noised,predicted first,predicted middle,predicted last,predicted title,predicted suffix
"Jones, V M","Jones, V M",V,,Jones,,MD
"Chaurembo, Ania Said","Chaurembo, Ania Said",Ania,Said,Chalrembo,,
J E A Wey,J E A Wey,J,A,Wey,,
"Ezeh, Alphonsus Azuogu","Ezeh, Alphonsus Azuogu",Alphonsus,Azuoguu,Ezeh,,
"Seko, Mobutu Sese","Seko, Mobutu Sese",Mobutu,Sese,Sek,,
"Deerow, Abdallah Isaaq","Deerow, Abdallah Isaaq",Abdallah,Isaa,Deerow,,
"Massaoued, Amir Hadj","Massaoued, Amir Hadj",Amir,Had,Massaoued,,
"Ameir, Kheri Khatib","Ameir, Kheri Khatib",Kheri,Khati,Ameir,,
"At-Talhi, Jadallah Azzuz","At-Talhi, Jadallah Azzuz",Jadallah,Azzuz,Ataalhi,,
Muhammad Shamte Hamadi,Muhammad Shamte Hamadi,Muhammad,Shamtey,Hamadi,,
Larbi Ben M'Hidi,Larbi Ben M'Hidi,Larbi,Ben Mj,Hidi,,
Ntare Rutaganzwa Rugamba,Ntare Rutaganzwa Rugamba,Ntare,Rutananzwa,Rugamba,,
Botan Ise Alin,Botan Ise Alin,Botan,Iss,Ali,,
"Khamis, Salim Hemed","Khamis, Salim Hemed",Salim,Heme,Khamis,,
Ben Dhifallah,Ben Dhifallah,Ben,,Dhilallah,,
"Kamaphitha, Uzibhebhu","Kamaphitha, Uzibhebhu",Uzibhebuu,,Kamaphttha,,
"Bencherif, Hamza","Bencherif, Hamza",Hamza,,Bencheri,,
Asha-Rose Migiro,Asha-Rose Migiro,Ashah,Rose,Migiro,,
Tsandzile Ndwandwe,Tsandzile Ndwandwe,Tsandzile,,Nddanwwe,,
Stanford Derere,Stanford Derere,Derere,,Stanford,,
"Abdirahman, Abdihakem","Abdirahman, Abdihakem",Abdipakem,,Abdirahman,,
Adewale Olukoju,Adewale Olukoju,Adewale,,Olukozu,,
Tsehaiwork Darge,Tsehaiwork Darge,Tsehaimork,,Darge,,
"Metref, Hocine","Metref, Hocine",Hocine,,Metre,,
"Ha-Dani, Eldad","Ha-Dani, Eldad",Eldad,,Hariani,,
Kenyan British,Kenyan British,British,,Kenyan,,
Achilla Orru,Achilla Orru,Orru,,Achilla,,
"Kitamirike, Joel","Kitamirike, Joel",Joel,,Kitamiiike,,
Osei Kofi Tutu I,Osei Kofi Tutu I,Kofi,Tutu I,Osei,,
Mikel John OBI,Mikel John OBI,Mikel,John,G,,
William Drew Robeson I,William Drew Robeson I,William,Drew,Robeson,,II
Mari Djata II,Mari Djata II,Mari,,Djata,,III
